company_id,company_name,cluster,cluster_name,net_profit_margin_pct,operating_profit_margin_pct,return_on_equity_pct,debt_to_equity,interest_coverage,asset_turnover,revenue_cagr_5yr,pat_cagr_5yr,eps_cagr_5yr,fcf_cagr_5yr,composite_quality_score,cluster_distance
BAJAJ-AUTO,Bajaj Auto Ltd,1,Growth,17.178515712057056,19.534209939826162,26.61418410330778,0.06601754022512257,174.41666666666666,1.1404534363562424,8.127604751021389,9.358917170384974,10.177276348465591,23.982350488934777,83.1583,1.0397237930794296
BAJAJFINSV,Bajaj Finserv Ltd,4,Value / Lower Quality,14.128209309488865,37.04045949520755,25.850351412279537,4.789368120938867,2.197130112323319,0.2053943414307379,20.97274568418761,23.74781614270227,20.589095060661244,,67.6231,1.408216763567422
BAJAJHLDNG,Bajaj Holdings & Investment Ltd,2,Quality,432.7262044653349,91.7743830787309,13.576787656460265,0.0011613545449517945,3764.5,0.026119918356071883,31.612293448969165,19.297559063731295,18.96864732798973,25.867547044417382,83.7074,2.384185791015625e-07
BAJFINANCE,Bajaj Finance Ltd,4,Value / Lower Quality,26.287928399912687,29.285818234737686,18.841921351830603,3.824788776468134,2689.1666666666665,0.14630251608816688,24.352642739542006,29.323134825979015,27.5561392815338,,77.5734,5.696612072875021
BANKBARODA,Bank of Baroda,0,Stable / Moderate,15.93948250956673,37.4889127294537,15.761863790899902,12.143718727289434,1.8967477242617206,0.07153782236255685,17.477297665890944,74.50588066551305,55.18455739153598,,61.0742,2.543250131344372
BEL,Bharat Electronics Ltd,3,High Quality / Compounders,19.661535425300965,24.921057825143084,4744.047619047619,0.5119047619047619,476.75,125.88819875776397,10.7508063318833,16.12648618019128,10.756634324829006,,93.2052,2.0909670298841405
BHARTIARTL,Bharti Airtel Ltd,0,Stable / Moderate,5.706018055499993,52.20093077836007,10.35839213740181,2.6094723973904306,3.3055457435535147,0.3393112060793767,13.17410230151459,38.35662769365473,67.02776523348103,,54.8129,2.7412838040312746
BHEL,"Bharat Heavy Electricals Limited
",1,Growth,1.180262001423011,2.9757669610346125,1.1539405843358703,0.36238644733611586,1.5929951690821256,0.399628688031043,-4.728642461606237,-22.397399063784775,-19.72584382397693,,27.0373,4.61544631045915
BOSCHLTD,Bosch Ltd,1,Growth,14.886112273569676,12.524660728164047,20.639920424403183,0.003232758620689655,71.7843137254902,0.9638144626908672,6.717165240230294,9.275930793686072,9.261870727688626,-8.2232541048765,79.3112,1.1396019494910536
BPCL,Bharat Petroleum Corporation Ltd,1,Growth,5.994201967046283,9.837909494446341,35.511337343822305,0.7218747934157467,11.355507351168956,2.213651947949293,8.483226324685255,25.790698729746552,28.063048802615654,,81.065,1.3339667879286061
BRITANNIA,Britannia Industries Ltd,1,Growth,12.725863199952292,18.886039716142882,54.14869322506978,0.5239786856127886,20.597560975609756,1.8484347442680775,8.690023727476138,13.063515827454196,13.14353769849137,58.59345160881666,83.9145,1.8663605723562038
CANBK,Canara Bank,0,Stable / Moderate,13.935160470145405,41.753906568101414,16.716051794688113,14.867419925542423,1.6106611743349857,0.0719985042520674,18.17561078322378,85.7752850068174,53.4206382524911,-5.337862323751841,60.5274,3.5367402417218026
CHOLAFIN,Cholamandalam Investment & Finance Company Ltd,4,Value / Lower Quality,17.846892448990243,28.10102802275218,17.455213596692694,6.863420609401317,21.211764705882352,0.12230192869816066,21.939164804975263,23.363417251672082,22.275238764557947,,71.4519,2.05038538065431
CIPLA,"Cipla Ltd
",4,Value / Lower Quality,16.11701714906495,75.59168153953597,15.554557028383135,0.020931625851868495,35.33876811594203,0.7922417237881536,9.513860126378049,22.726834848000887,21.832544608565986,228.75036590344516,82.0317,7.545416995652918
COALINDIA,Coal India Ltd,1,Growth,26.25628846856468,66.29380849329698,45.16982956605826,0.0788468512027076,11.24178180085755,0.6018691588785047,7.402890725901301,16.43231987118112,16.851518569430034,9.987217411819094,86.6784,1.996281753972551
DABUR,Dabur India Ltd,1,Growth,14.600128990648178,19.348597226701063,18.355969997972835,0.13835394283397526,23.241935483870968,0.8205874569992061,7.814065037783324,4.604418961155621,4.563955259127317,-10.720507575469451,73.7577,1.1424408224066034
DIVISLAB,Divis Laboratories Ltd,1,Growth,20.395156150414277,28.170809432759718,11.78984599513669,0.0002210596124088129,636.25,0.5074385510996119,9.664930361854074,3.4104521925080844,3.303780411393231,29.823071047777418,70.2232,1.6276418508878114
DLF,DLF Ltd,1,Growth,42.38369379181578,33.04807841916913,6.908270142781061,0.12259389820192235,7.457865168539326,0.10880495691479457,-5.136730668466605,15.697066513836644,12.888132073019754,-13.167331275383065,64.9523,2.4968334468024267
DMART,Avenue Supermarts Ltd,1,Growth,4.993207190533383,8.084427730414067,13.56294790886726,0.031661140228901485,73.29310344827586,2.398875873795579,20.48312440202782,22.96698996520703,22.740337821451305,,82.3079,1.807282398231523
DRREDDY,Dr Reddys Laboratories Ltd,1,Growth,19.913605369319196,28.321016743422227,19.74233736816026,0.07085722375592836,51.707602339181285,0.7223053120165034,12.639644349571988,23.392504645437473,23.842409558387544,-24.68901184980715,91.3221,2.0126918883816907
EICHERMOT,Eicher Motors Ltd,1,Growth,24.195694242864054,26.179245283018872,22.172346910501524,0.023219728456636186,114.70588235294117,0.7153796236210254,11.036936496739692,12.675841665377696,12.505451629050324,-0.552520013345259,88.3375,1.2383820763576012
GAIL,GAIL (India) Ltd,1,Growth,7.433122166511544,10.743987750322754,12.861540060002339,0.28304998896060884,23.624478442280946,1.0680883472962681,11.825154521824267,8.608876760374562,8.447177119769854,13.814112331981754,70.8052,0.6709310618194034
GODREJCP,Godrej Consumer Products Ltd,1,Growth,-3.9798524404086266,20.977582292849036,-4.45308779171297,0.2557548817272583,2.412903225806452,0.7664201826881253,6.447080048592069,,,,32.2047,2.7583953575797673
GRASIM,Grasim Industries Ltd,1,Growth,7.578371940325857,20.763028905617738,11.196462612658342,1.5470993649397087,3.015845639754231,0.3178182841724175,11.15172597339149,29.314249729328566,27.730844458753978,,60.2624,1.4307632311615999
HAL,Hindustan Aeronautics Ltd,3,High Quality / Compounders,24.999177117277245,32.08913465652875,3816.5829145728644,0.6180904522613065,270.8837209302326,67.51333333333334,8.712548590236358,26.485270563052985,26.63896760913802,,91.7605,2.0909670298841334
HAVELLS,Havells India Ltd,1,Growth,6.837009144701453,10.118343195266272,17.067275412917954,0.040687525177924,25.357142857142858,1.4952143489101584,13.037907939063121,10.033231229420036,8.997698704834534,-13.354873869419738,78.8971,1.2217097697979928
HCLTECH,HCL Technologies Ltd,1,Growth,14.293122742532729,22.015594151738192,23.01393141233172,0.08435023365512796,46.46112115732369,1.1101650405025958,12.710299978373406,9.194090295112023,9.407036350794119,22.616181854301498,84.5243,1.0585457500209212
HDFCBANK,HDFC Bank Ltd,4,Value / Lower Quality,23.07288232992184,61.41252040373843,14.33974005030719,6.808786667718385,1.4007688224792112,0.07038097917866981,21.95098428169122,23.865063572879073,15.424788082530828,,57.6916,1.4203710735620265
HDFCLIFE,HDFC Life Insurance Company Ltd,4,Value / Lower Quality,1.5510139729213062,99.47675449833469,10.732306013909723,0.06477567162143734,192.2895238095238,0.33527042786773137,21.16813430936688,4.25449161597129,3.131030647754507,,59.6173,2.305708635272537
HEROMOTOCO,"Hero MotoCorp Ltd
",1,Growth,9.902352536452407,86.14676228532112,21.14243742584327,0.03423922255494661,47.268505079825836,1.4449202768324858,2.1530677970544643,1.5441818871883894,1.6863437197464748,5.8427088923197035,67.7324,2.8248210215814895
HINDALCO,Hindalco Industries Ltd,4,Value / Lower Quality,4.702216130615571,88.94620349876368,9.567011474761177,0.5309290976579428,126.46543778801843,0.9360228499109322,10.592433818985914,13.06871230695661,13.396657763302722,8.463802473474736,64.4914,1.876195775173666
HINDUNILVR,"Hindustan Unilever Ltd
",1,Growth,16.611735814915342,76.31672482874498,20.074973642078955,0.028974188761763442,57.847001223990205,0.7885945801322478,9.504485244074123,11.152950436803422,9.460878422315755,13.601756995927673,83.6163,2.1821630299196726
ICICIBANK,ICICI Bank Ltd,0,Stable / Moderate,28.888011233982798,62.41380175029464,17.99027109750765,6.445624336310825,1.3009461331381824,0.06747535915921023,17.25086850260209,51.94877118224903,55.18455739153598,-7.360467011220518,61.3276,2.040096263410871
ICICIGI,ICICI Lombard General Insurance Company Ltd,4,Value / Lower Quality,9.366915605017816,87.42129155073948,15.7230643179025,0.0028676771814829987,160.02678571428572,0.3236083907247109,12.911841003362579,12.839173718198161,11.139222486886503,32.27903093325808,75.8255,2.0138981372587623
ICICIPRULI,ICICI Prudential Life Insurance Company Ltd,4,Value / Lower Quality,0.942341125272681,102.02531365231931,7.732848705134029,0.10904134484325306,31.021548821548823,0.3020290902037117,16.84553965244746,-5.6631941891523425,-5.591248870509801,-51.26166654001434,52.4498,3.781778056880917
INDIGO,Interglobe Aviation Ltd,0,Stable / Moderate,11.852722628584697,76.29890862649484,892.568306010929,0.018579234972677595,22.612639724849526,56.38625204582652,19.313355125806165,120.69250867467933,121.23568222761168,71.56520119992503,93.8895,6.016010770387915
INDUSINDBK,IndusInd Bank Ltd,4,Value / Lower Quality,19.56369677362945,38.55469091544986,14.252273197764223,6.885742949503957,1.8795270558159352,0.08884228106460039,15.495613083358029,22.077464953948358,15.895621875417865,,62.3693,1.5220148539007867
INFY,Infosys Ltd,1,Growth,17.08075746730006,23.703390381987376,29.788006718416632,0.09486358890553362,87.52340425531915,1.129760329363329,13.199100930556229,11.239419983657939,12.474611314209483,7.201272446841034,88.8248,1.2358371552246221
IOC,"Indian Oil Corporation
",1,Growth,5.559462717942377,9.743776019125345,23.53162465856491,0.7230954600718581,10.282324578099226,1.6084096601703395,8.008755667240486,20.099089966731643,20.11244339814313,,78.3856,0.9075264476779866
IRCTC,Indian Railway Catering & Tourism Corporation Ltd,1,Growth,26.01873536299766,34.33255269320843,34.39628482972136,0.018575851393188854,82.73684210526316,0.7010343129207027,17.955244103890912,29.16686408659448,28.473515712343932,35.50477381816852,93.5052,2.345137083182346
IRFC,Indian Railway Finance Corporation Ltd,4,Value / Lower Quality,24.064552448864703,99.50459748545694,13.038085361638096,8.378352548852153,1.3194865927068304,0.05492885738906,19.06740855567788,23.245023933940367,20.11244339814313,,56.3127,2.2258591703621686
ITC,"ITC Ltd
",1,Growth,29.282025230717128,37.0177518132814,27.851074395694365,0.004066731984914169,362.9625,0.7723477995509732,7.950896846254429,10.083407558317958,9.856054330611785,21.642595037341806,83.8903,1.3562403943913897
JINDALSTEL,Jindal Steel & Power Ltd,1,Growth,11.802438733764944,20.260555268697622,13.410506363390198,0.3716941962270963,8.004636785162287,0.6400172860847018,1.4028310947741707,,,,56.6314,1.6318662883763417
JIOFIN,Jio Financial Services Ltd,4,Value / Lower Quality,86.52291105121293,84.04312668463612,1.153456416595399,0.0,198.8,0.012805202156520298,,,,,46.2175,2.511291566857795
JSWENERGY,JSW Energy Ltd,1,Growth,15.018283127285393,46.857043357130415,8.280529953917052,1.5156009984639016,2.8514369215781783,0.19883324389357246,4.6799560539164675,20.322431469794555,20.11244339814313,,52.9384,1.8635619228767384
JSWSTEEL,JSW Steel Ltd,1,Growth,5.127252779904689,16.089162657280323,11.5528718021347,1.1328071688833383,3.659099321406539,0.7679137157851319,15.604695052452788,3.585216043903361,2.3836255539609663,,54.7256,1.6476479102887576
KOTAKBANK,"Kotak Mahindra Bank Ltd
",4,Value / Lower Quality,32.386151466116615,83.66733645109092,14.013018188532914,4.003739266919029,1.2363751084470385,0.07325702420450533,13.51960376324537,20.38200065626572,19.344070441601247,,59.1456,1.0704938523529632
LICI,Life Insurance Corporation of India,1,Growth,4.836600998148862,3.87474201090824,49.44710986501021,0.0,371.9375,0.15913440945875762,8.15986061977938,73.17556747076097,,-48.217288413715806,73.723,3.7961272331012266
LODHA,Macrotech Developers Ltd,1,Growth,15.063978286157425,25.833656455990695,8.895758200240426,0.4406663232010991,5.628630705394191,0.21856858341455146,-2.8278535641862446,-1.119685230740497,-5.293423548032761,,51.2866,2.6660685271455904
LT,Larsen & Toubro Ltd,1,Growth,7.031246466738726,13.506668535997433,77.66510140873214,0.10345688880007993,3.5441547518923464,8.027628521638107,10.335347989682408,8.75885858017449,8.56169392953159,,78.1853,0.8517408901743786
LTIM,LTIMindtree Ltd,1,Growth,12.90931103415266,17.982937748120616,22.904386052552702,0.10345688880007993,31.93243243243243,1.2894641301190821,30.32798083513346,24.775129058600996,12.24383304425547,22.084440373864076,91.1293,3.1131325347781837
M&M,"Mahindra & Mahindra Ltd
",1,Growth,8.82238743726542,17.89787025985418,18.537543435564285,1.6414413053331318,3.7646901709401708,0.5925222177725139,5.838805854237616,15.316887061047968,16.175509914303852,,65.4826,0.9252357396806309
MARUTI,Maruti Suzuki India Ltd,1,Growth,9.50809964894472,13.130031439890594,15.750385351954785,0.001389602503619973,117.90721649484536,1.230295566502463,10.510215112642584,12.007182039300378,11.139222486886503,10.027783515753708,77.7974,0.6116276287844029
MOTHERSON,Samvardhana Motherson International Ltd,1,Growth,3.0600251286831757,9.445547764763102,11.546549416937488,0.7616899254444657,5.224737713970182,1.1724203473591674,9.21195713294276,7.557399109099472,5.922384104881218,-1.4285671285633073,60.6781,1.1955073746158231
NAUKRI,Info Edge (India) Ltd,1,Growth,23.462145110410095,28.036277602523658,1.9661621835965897,0.008129006675038002,28.97142857142857,0.07027071960985341,17.115610089960743,0.10114653187012212,-2.1296099175999395,,59.9018,1.7211864950985618
NESTLEIND,Nestle India Ltd,1,Growth,16.12281708616873,23.829630236943512,117.75449101796407,0.10329341317365269,41.186206896551724,2.318160220469448,14.548573711802671,14.852319512993839,15.43852585822143,4.320098447494725,96.5929,1.7905285775007371
NHPC,"NHPC Ltd
",1,Growth,41.81893687707641,49.90656146179402,10.407730866621879,0.8413260296625498,11.243421052631579,0.10324018993108032,1.404917217643753,7.269596517101484,5.922384104881218,-18.159592302569283,60.1527,2.2496190634679794
NTPC,NTPC Ltd,1,Growth,11.950633329785267,28.82672926202094,13.273598407068633,1.475521125007778,4.604991464108609,0.37243729109201756,12.222309654337993,8.735165684951163,8.447177119769854,,61.5633,0.9532059550706554
ONGC,Oil & Natural Gas Corpn Ltd,1,Growth,9.655290194725701,17.388518015001793,16.940398136885513,0.45444863084819176,11.361290955463998,0.8332173339682772,7.001683761214439,10.96639922553624,10.197228772148016,11.573154797773345,73.3214,0.6007574236591888
PFC,Power Finance Corporation Ltd,4,Value / Lower Quality,28.916597455960137,36.68859553263103,26.1609340860332,8.521864217426122,0.5804147544943239,0.0880835748601615,11.081753577550923,15.923593622700727,14.869835499703509,,57.1752,2.171964345688035
PIDILITIND,Pidilite Industries Ltd,1,Growth,14.108051360736493,21.868690947266415,20.780302129178065,0.045438325205186154,54.333333333333336,1.0254223252732693,11.836370175898114,13.48774998597666,13.564157249607756,23.53017525858574,86.8116,1.117878940297944
PNB,Punjab National Bank,4,Value / Lower Quality,8.395910695456838,,61.320565191187306,3.684256345007701,0.20658359354480987,1.5070262950629396,15.902076009106025,,,,49.3321,1.7548279649120087
POWERGRID,Power Grid Corporation of India Ltd,4,Value / Lower Quality,33.97028990249329,86.87476823070044,17.870011245496066,1.4173456039290386,4.60298643565485,0.18276594811604718,5.510261937513361,9.189188268434778,9.096607850144967,39.69769001638159,66.0334,2.198922483323929
RECLTD,REC Ltd,4,Value / Lower Quality,29.7682934528695,100.7702506471368,20.39653929343908,6.4249170872386445,1.6004741552023507,0.08667964267928514,13.338042247865678,19.763114350230794,19.67245924901726,,67.0484,1.8374567333177565
RELIANCE,"Reliance Industries Ltd
",1,Growth,8.789365557299389,18.07459281612296,9.958650553699458,0.5784524141094746,7.728912535686478,0.5122600635424216,9.606097094616972,14.680632603495592,11.952664832522043,,66.3509,0.46409695322367317
SBILIFE,SBI Life Insurance Company Ltd,1,Growth,1.4349789374791648,0.18638058005273206,12.704588140595655,0.0,240.33333333333334,0.33137919000549837,24.231614182367544,7.374662152227485,7.8852443962371455,,64.0833,2.2628443379960306
SBIN,State Bank of India,1,Growth,,,,,,,,,,,,0.3416020974281108
SHREECEM,Shree Cement Ltd,1,Growth,8.445007553238145,22.01647093221578,8.370767521615225,0.07998840747717723,19.825581395348838,0.7348612354521038,10.325615915556586,11.2926552609119,10.67987982673917,7.2404589297854205,66.3941,0.5024214403312609
SHRIRAMFIN,"Shriram Finance Ltd
",4,Value / Lower Quality,20.333626470264925,28.918874354182698,15.116350338120824,3.994034363699512,0.6766743648960739,0.14656859980827017,18.556070052776754,23.49387942502037,14.289655141156077,,58.8492,1.4555203757811301
SIEMENS,Siemens Ltd,1,Growth,12.221223021582734,13.956834532374101,17.698769290877124,0.018167610861496385,67.15,0.8790861298865568,11.193358902067896,19.85339817550189,19.643850003755613,53.28962129081927,83.0879,1.7511342618721457
SUNPHARMA,Sun Pharmaceuticals Industries Ltd,1,Growth,19.815658700538176,26.84289749881436,15.094161810671148,0.051423814535002436,58.331932773109244,0.5684929901064378,10.78116321985565,24.536829642931245,29.45936165164078,43.238258609440905,84.2827,1.7669687117229327
TATACONSUM,Tata Consumer Products Ltd,1,Growth,7.9902669998684726,15.020386689464685,7.566793298872766,0.21654107242947002,25.32183908045977,0.5454284586965099,15.96086282879563,21.59956338772886,14.869835499703509,-37.04887150623013,71.2866,1.926640951340906
TATAMOTORS,Tata Motors Ltd,1,Growth,7.263066074788551,13.595385542828959,37.45613415294755,1.2631244259167667,6.530242339274985,1.1851234435931923,7.7201595386239275,,,,60.8064,0.9669656507872183
TATAPOWER,"Tata Power Company Ltd
",1,Growth,6.965125551270159,17.469771680580646,13.227840276919272,1.659321300531586,3.054392402331103,0.4419074604110633,15.511158201876407,10.431728917459004,5.922384104881218,-3.666968259247616,61.8543,1.2992636144186525
TATASTEEL,"Tata Steel Ltd
",1,Growth,-2.1425049417247384,9.70803461170916,-5.334926929972293,0.9461835171402184,2.1634256792754396,0.8509498277091255,7.766224835881497,,,,30.7266,2.8638472528186476
TCS,Tata Consultancy Services Ltd,1,Growth,19.136712150207767,26.690688396923118,50.944313673485176,0.0886406082507266,87.09511568123393,1.6559406621205455,10.463614801716602,7.871172131953608,8.618771612987096,10.770842456987783,87.9112,1.190662034838401
TECHM,Tech Mahindra Ltd,1,Growth,4.60996999769213,8.666051234710363,8.987963553189097,0.09512917619708275,13.85969387755102,1.2050337203643189,8.398437919098868,-10.985163688218591,-11.416728965524282,16.78825509724664,55.4693,2.3202986481524874
TITAN,"Titan Company Ltd
",1,Growth,6.843630099444054,10.359408033826638,37.2192057915469,1.653145959757266,9.411954765751211,1.619298190002219,20.897163953120245,20.274576296793036,19.50578386760935,27.555157291093035,81.2292,1.8519182661958231
TORNTPHARM,Torrent Pharmaceuticals Ltd,1,Growth,15.436241610738255,31.3944817300522,24.154025670945156,0.5866394399066511,9.926553672316384,0.7396070320579111,6.932744476678732,30.591457402327848,30.391879544001377,14.884634499872607,80.5525,1.5257279139557625
TRENT,Trent Ltd,0,Stable / Moderate,11.935353535353535,15.927272727272726,36.30776794493609,0.4309242871189774,8.043478260869565,1.7278693102485339,36.30691600183056,73.11367578503176,69.52182030724354,,92.5909,3.5781237551961635
TVSMOTOR,TVS Motor Company Ltd,1,Growth,4.544641716694342,14.050325712096054,26.223466981132077,3.833431603773585,2.9076763485477177,0.931491528650295,14.192387704277065,19.665122106676503,19.13578981670916,,63.3929,1.5268823284517579
