company_id,company_name,sector,capital_allocation_label,cfo_quality_label,cfo_quality_score,capex_label,capex_intensity_pct,fcf_cagr_5yr,fcf_conversion_pct,distress_flag,deleveraging_flag
JSWSTEEL,JSW Steel Ltd,Unknown,Reinvestor,High Quality,2.776890673714168,Capital Intensive,8.266573717472543,,-26.62431739663435,False,False
KOTAKBANK,"Kotak Mahindra Bank Ltd
",Unknown,Reinvestor,High Quality,1.475807344465532,Capital Intensive,15.85966534487971,,37.14928896941745,False,False
LICI,Life Insurance Corporation of India,Unknown,Cash Generator,High Quality,9.679944954625286,Asset Light,2.986999477520373,-48.21728841371581,2.084759018476879,False,False
LODHA,Macrotech Developers Ltd,Unknown,Reinvestor,High Quality,13.30991666183648,Capital Intensive,28.5672741372625,,-27.99227799227799,False,False
LT,Larsen & Toubro Ltd,Unknown,Cash Generator,High Quality,1.446423006390699,Asset Light,0.9854689683555468,,131.5044703158165,False,False
LTIM,LTIMindtree Ltd,Unknown,Reinvestor,High Quality,1.016292459052437,Capital Intensive,11.03133710617451,22.08444037386408,38.21155943293348,False,False
M&M,"Mahindra & Mahindra Ltd
",Unknown,Distress Signal,High Quality,3.315557726769421,Moderate,4.037302808495951,,-91.64629176854116,True,False
MARUTI,Maruti Suzuki India Ltd,Unknown,Reinvestor,High Quality,1.132404458201285,Capital Intensive,8.363997800617518,10.02778351575371,36.59549228944247,False,False
MOTHERSON,Samvardhana Motherson International Ltd,Unknown,Balanced,High Quality,3.099669015457905,Moderate,6.732055283102987,-1.428567128563307,30.62913907284768,False,False
NAUKRI,Info Edge (India) Ltd,Unknown,Accrual Risk,Accrual Risk,-1.461538977694653,Capital Intensive,33.59621451104101,,-25.21008403361344,False,False
NESTLEIND,Nestle India Ltd,Unknown,Balanced,High Quality,1.114334186875221,Moderate,5.070919078461917,4.320098447494725,74.70124586829392,False,False
NHPC,"NHPC Ltd
",Unknown,Reinvestor,High Quality,1.269192330394576,Capital Intensive,61.96013289036545,-18.15959230256928,24.08142999006951,False,False
NTPC,NTPC Ltd,Unknown,Reinvestor,High Quality,2.260902906732557,Capital Intensive,18.00606159069137,,40.52128258016126,False,False
ONGC,Oil & Natural Gas Corpn Ltd,Unknown,Reinvestor,High Quality,2.864497231939887,Capital Intensive,9.672537521390066,11.57315479777334,73.65895518467276,False,False
PFC,Power Finance Corporation Ltd,Unknown,Distress Signal,Accrual Risk,-3.034796145263461,Moderate,3.725357345805831,,-382.5592381240316,True,False
PIDILITIND,Pidilite Industries Ltd,Unknown,Deleveraging,High Quality,1.187241128670088,Capital Intensive,14.28571428571428,23.53017525858574,54.66514024041214,False,True
PNB,Punjab National Bank,Unknown,Distress Signal,Accrual Risk,-1.218498224295726,Asset Light,1.380827946637326,,-321.5572785846893,True,False
POWERGRID,Power Grid Corporation of India Ltd,Unknown,Deleveraging,High Quality,2.355395296760425,Capital Intensive,28.60633030124555,39.69769001638159,155.2430488666281,False,True
RECLTD,REC Ltd,Unknown,Distress Signal,Accrual Risk,-3.856165997377703,Moderate,3.853357745648926,,-421.0250972074938,True,False
RELIANCE,"Reliance Industries Ltd
",Unknown,Deleveraging,High Quality,1.614759496636935,Capital Intensive,12.63357288488512,,57.20956719817768,False,True
SBILIFE,SBI Life Insurance Company Ltd,Unknown,Reinvestor,High Quality,15.301624757997,Capital Intensive,23.6544231293754,,-110.8236536430834,False,False
SBIN,State Bank of India,Unknown,Cash Generator,High Quality,1.053882118994846,Asset Light,0.791458802474561,-9.42032384113779,26.10758811095294,False,False
SHREECEM,Shree Cement Ltd,Unknown,Cash Distributor,High Quality,1.902333713281173,Moderate,6.909994639637445,7.24045892978542,111.3098672821696,False,False
SHRIRAMFIN,"Shriram Finance Ltd
",Unknown,Distress Signal,Accrual Risk,-2.612821054742972,Asset Light,0.7090249532813014,,-423.8275442627382,True,False
SIEMENS,Siemens Ltd,Unknown,Balanced,Moderate,0.8407752345640682,Asset Light,2.257194244604317,53.28962129081927,42.97277409860191,False,False
SUNPHARMA,Sun Pharmaceuticals Industries Ltd,Unknown,Deleveraging,High Quality,1.756670086239323,Asset Light,1.573293193393406,43.2382586094409,118.3350676378772,False,True
TATACONSUM,Tata Consumer Products Ltd,Unknown,Reinvestor,High Quality,1.665494399678571,Capital Intensive,12.56740760226226,-37.04887150623013,2.139917695473251,False,False
TATAMOTORS,Tata Motors Ltd,Unknown,Deleveraging,High Quality,1.927704811215581,Moderate,5.2022250232915,,141.8964378910303,False,True
TATAPOWER,"Tata Power Company Ltd
",Unknown,Reinvestor,High Quality,3.866291981206616,Capital Intensive,14.69023092320461,-3.666968259247616,83.38785046728971,False,False
TATASTEEL,"Tata Steel Ltd
",Unknown,Cash Distributor,High Quality,4.441136197317482,Moderate,6.219373306395661,,123.1771894093686,False,False
TCS,Tata Consultancy Services Ltd,Unknown,Cash Generator,High Quality,1.036410569304885,Asset Light,2.528508507926756,10.77084245698778,109.3928284778412,False,False
TECHM,Tech Mahindra Ltd,Unknown,Deleveraging,High Quality,1.544725287120112,Asset Light,2.534810370028464,16.78825509724664,211.0137672090113,False,True
TITAN,"Titan Company Ltd
",Unknown,Balanced,Moderate,0.9180593506856702,Asset Light,0.3699788583509513,27.55515729109304,43.07780320366133,False,False
TORNTPHARM,Torrent Pharmaceuticals Ltd,Unknown,Deleveraging,High Quality,1.831031132947694,Asset Light,1.491424310216257,14.88463449987261,187.5603864734299,False,True
TRENT,Trent Ltd,Unknown,Balanced,High Quality,1.182341546078665,Moderate,4.105050505050505,,56.93974272173325,False,False
TVSMOTOR,TVS Motor Company Ltd,Unknown,Distress Signal,Accrual Risk,-0.7508952449451183,Asset Light,2.557159279601482,,-126.7003934794829,True,False
